Dates,DayOfWeek,PdDistrict,Address,X,Y
14.01.2015,Wednesday,NORTHERN,OFARRELL ST / FRANKLIN ST,-122.4228408,37.78454554
14.01.2015,Wednesday,NORTHERN,OFARRELL ST / FRANKLIN ST,-122.4228408,37.78454554
14.01.2015,Wednesday,MISSION,24TH ST / TREAT AV,-122.4129975,37.75257225
14.01.2015,Wednesday,TARAVAL,3200 Block of 20TH AV,-122.4756475,37.72852806
14.01.2015,Wednesday,MISSION,CESAR CHAVEZ ST / HAMPSHIRE ST,-122.406759,37.74876723
14.01.2015,Wednesday,RICHMOND,5700 Block of GEARY BL,-122.4810033,37.78038213
14.01.2015,Wednesday,CENTRAL,1400 Block of STOCKTON ST,-122.4090315,37.79925319
14.01.2015,Wednesday,TENDERLOIN,100 Block of LEAVENWORTH ST,-122.4140298,37.78232912
14.01.2015,Wednesday,TENDERLOIN,100 Block of LEAVENWORTH ST,-122.4140298,37.78232912
14.01.2015,Wednesday,TENDERLOIN,100 Block of LEAVENWORTH ST,-122.4140298,37.78232912
14.01.2015,Wednesday,NORTHERN,1800 Block of SACRAMENTO ST,-122.4233649,37.79123736
14.01.2015,Wednesday,TARAVAL,3200 Block of 20TH AV,-122.4756475,37.72852806
14.01.2015,Wednesday,SOUTHERN,200 Block of 11TH ST,-122.4146475,37.77244234
14.01.2015,Wednesday,PARK,HOPKINS AV / CORBETT AV,-122.4437617,37.75274734
14.01.2015,Wednesday,SOUTHERN,900 Block of MISSION ST,-122.4068191,37.78238592
14.01.2015,Wednesday,BAYVIEW,1000 Block of FITZGERALD AV,-122.3883356,37.71928499
14.01.2015,Wednesday,BAYVIEW,1000 Block of FITZGERALD AV,-122.3883356,37.71928499
14.01.2015,Wednesday,NORTHERN,400 Block of HAYES ST,-122.4237716,37.77683789
14.01.2015,Wednesday,NORTHERN,0 Block of FRIENDSHIP LN,-122.4308756,37.778267
14.01.2015,Wednesday,NORTHERN,0 Block of RICO WY,-122.4392806,37.80500746
14.01.2015,Wednesday,MISSION,1200 Block of NOE ST,-122.4317472,37.7494248
14.01.2015,Wednesday,TARAVAL,2000 Block of IRVING ST,-122.4798082,37.76338856
14.01.2015,Wednesday,INGLESIDE,0 Block of OTSEGO AV,-122.4391513,37.72655078
14.01.2015,Wednesday,CENTRAL,600 Block of SUTTER ST,-122.4110689,37.7888557
14.01.2015,Wednesday,SOUTHERN,1600 Block of HOWARD ST,-122.4172179,37.77103865
14.01.2015,Wednesday,PARK,900 Block of JOHNFKENNEDY DR,-122.4768492,37.77148126
14.01.2015,Wednesday,TENDERLOIN,300 Block of ELLIS ST,-122.4119658,37.78491419
14.01.2015,Wednesday,SOUTHERN,KING ST / 2ND ST,-122.3895953,37.7798612
14.01.2015,Wednesday,SOUTHERN,KING ST / 2ND ST,-122.3895953,37.7798612
14.01.2015,Wednesday,BAYVIEW,23RD ST / KANSAS ST,-122.4025611,37.75451295
14.01.2015,Wednesday,SOUTHERN,800 Block of BRYANT ST,-122.4034048,37.77542071
14.01.2015,Wednesday,SOUTHERN,800 Block of BRYANT ST,-122.4034048,37.77542071
14.01.2015,Wednesday,SOUTHERN,800 Block of BRYANT ST,-122.4034048,37.77542071
14.01.2015,Wednesday,MISSION,2300 Block of HARRISON ST,-122.4127311,37.76047113
14.01.2015,Wednesday,MISSION,FLORIDA ST / 17TH ST,-122.4113329,37.76425169
14.01.2015,Wednesday,CENTRAL,1900 Block of MASON ST,-122.4127333,37.80167045
14.01.2015,Wednesday,RICHMOND,400 Block of 6TH AV,-122.4642799,37.7800333
14.01.2015,Wednesday,INGLESIDE,0 Block of SUSSEX ST,-122.4336686,37.73668366
14.01.2015,Wednesday,RICHMOND,0 Block of PARKER AV,-122.454627,37.78513998
14.01.2015,Wednesday,BAYVIEW,SILVER AV / BAY SHORE BL,-122.4046584,37.7329487
14.01.2015,Wednesday,BAYVIEW,SILVER AV / BAY SHORE BL,-122.4046584,37.7329487
14.01.2015,Wednesday,RICHMOND,2800 Block of PACIFIC AV,-122.4419973,37.79237047
14.01.2015,Wednesday,TENDERLOIN,200 Block of ELLIS ST,-122.4103453,37.785231
14.01.2015,Wednesday,NORTHERN,GOUGH ST / EDDY ST,-122.4241093,37.78247564
14.01.2015,Wednesday,SOUTHERN,0 Block of MARKET ST,-122.3950978,37.79405905
14.01.2015,Wednesday,SOUTHERN,800 Block of BRYANT ST,-122.4034048,37.77542071
14.01.2015,Wednesday,INGLESIDE,HARRINGTON ST / MISSION ST,-122.4344259,37.72517607
14.01.2015,Wednesday,INGLESIDE,1200 Block of BOWDOIN ST,-122.4083108,37.72035147
14.01.2015,Wednesday,BAYVIEW,0 Block of WILLS ST,-122.3789027,37.73619077
14.01.2015,Wednesday,BAYVIEW,0 Block of WILLS ST,-122.3789027,37.73619077
14.01.2015,Wednesday,NORTHERN,900 Block of GEARY ST,-122.4189401,37.78604922
14.01.2015,Wednesday,INGLESIDE,800 Block of SAN JOSE AV,-122.4235802,37.74113577
14.01.2015,Wednesday,RICHMOND,BAKER ST / CALIFORNIA ST,-122.4437545,37.78764724
14.01.2015,Wednesday,SOUTHERN,0 Block of MABINI ST,-122.4001529,37.78239019
14.01.2015,Wednesday,SOUTHERN,0 Block of MABINI ST,-122.4001529,37.78239019
14.01.2015,Wednesday,MISSION,2000 Block of MISSION ST,-122.4196583,37.76422056
14.01.2015,Wednesday,NORTHERN,1800 Block of POLK ST,-122.4213872,37.79370095
14.01.2015,Wednesday,TARAVAL,500 Block of GARFIELD ST,-122.4676104,37.71961372
14.01.2015,Wednesday,TARAVAL,1600 Block of OCEAN AV,-122.4596101,37.72453178
14.01.2015,Wednesday,BAYVIEW,3RD ST / LECONTE AV,-122.3974809,37.71883544
14.01.2015,Wednesday,CENTRAL,1500 Block of THE EMBARCADERONORTH ST,-122.4081361,37.80786035
14.01.2015,Wednesday,SOUTHERN,800 Block of BRYANT ST,-122.4034048,37.77542071
14.01.2015,Wednesday,TARAVAL,0 Block of BRIGHTON AV,-122.4551841,37.71915344
14.01.2015,Wednesday,BAYVIEW,700 Block of JAMESTOWN AV,-122.3896643,37.71588986
14.01.2015,Wednesday,CENTRAL,2800 Block of LEAVENWORTH ST,-122.4190672,37.80733393
14.01.2015,Wednesday,TARAVAL,1300 Block of IRVING ST,-122.4722357,37.76372167
14.01.2015,Wednesday,TARAVAL,1300 Block of IRVING ST,-122.4722357,37.76372167
14.01.2015,Wednesday,TARAVAL,1300 Block of IRVING ST,-122.4722357,37.76372167
14.01.2015,Wednesday,INGLESIDE,ALEMANY BL / SENECA AV,-122.441317,37.71863484
14.01.2015,Wednesday,BAYVIEW,2900 Block of HAWES ST,-122.3913184,37.71774644
14.01.2015,Wednesday,MISSION,1000 Block of HAMPSHIRE ST,-122.4074548,37.75529635
14.01.2015,Wednesday,RICHMOND,500 Block of JOHNFKENNEDY DR,-122.4662047,37.77254054
14.01.2015,Wednesday,PARK,LINCOLN WY / 2ND AV,-122.4589495,37.76625532
14.01.2015,Wednesday,SOUTHERN,4TH ST / MARKET ST,-122.4058325,37.78574465
14.01.2015,Wednesday,MISSION,MISSION ST / 16TH ST,-122.4196718,37.76505012
14.01.2015,Wednesday,MISSION,MISSION ST / 16TH ST,-122.4196718,37.76505012
14.01.2015,Wednesday,MISSION,MISSION ST / 16TH ST,-122.4196718,37.76505012
14.01.2015,Wednesday,BAYVIEW,HUNTERSPOINT BL / HAWES ST,-122.3769745,37.73361823
14.01.2015,Wednesday,SOUTHERN,4TH ST / MISSION ST,-122.4042702,37.78447885
14.01.2015,Wednesday,PARK,DUBOCE AV / CASTRO ST,-122.435797,37.76905787
14.01.2015,Wednesday,PARK,WALLER ST / CENTRAL AV,-122.4434629,37.76949485
14.01.2015,Wednesday,SOUTHERN,800 Block of MISSION ST,-122.4053955,37.78351007
14.01.2015,Wednesday,SOUTHERN,800 Block of MISSION ST,-122.4053955,37.78351007
14.01.2015,Wednesday,MISSION,16TH ST / BRYANT ST,-122.4104888,37.76560586
14.01.2015,Wednesday,MISSION,16TH ST / BRYANT ST,-122.4104888,37.76560586
14.01.2015,Wednesday,MISSION,16TH ST / BRYANT ST,-122.4104888,37.76560586
14.01.2015,Wednesday,MISSION,16TH ST / BRYANT ST,-122.4104888,37.76560586
14.01.2015,Wednesday,PARK,WALLER ST / MASONIC AV,-122.445108,37.76928367
14.01.2015,Wednesday,SOUTHERN,800 Block of BRYANT ST,-122.4034048,37.77542071
14.01.2015,Wednesday,TARAVAL,1900 Block of FUNSTON AV,-122.4697268,37.75164468
14.01.2015,Wednesday,BAYVIEW,900 Block of INNES AV,-122.3771835,37.73273832
14.01.2015,Wednesday,BAYVIEW,900 Block of INNES AV,-122.3771835,37.73273832
14.01.2015,Wednesday,INGLESIDE,4900 Block of MISSION ST,-122.4385194,37.7196053
14.01.2015,Wednesday,MISSION,600 Block of 14TH ST,-122.4282547,37.76770909
14.01.2015,Wednesday,MISSION,600 Block of 14TH ST,-122.4282547,37.76770909
14.01.2015,Wednesday,MISSION,1000 Block of POTRERO AV,-122.4065391,37.75648641
14.01.2015,Wednesday,RICHMOND,3800 Block of BALBOA ST,-122.4999912,37.77553819
14.01.2015,Wednesday,BAYVIEW,LASALLE AV / 3RD ST,-122.3898656,37.73716994
14.01.2015,Wednesday,TARAVAL,8TH AV / ORTEGA ST,-122.4644615,37.75289856
14.01.2015,Wednesday,TARAVAL,4200 Block of JUDAH ST,-122.5075475,37.76040783
14.01.2015,Wednesday,CENTRAL,900 Block of KEARNY ST,-122.405284,37.79655105
14.01.2015,Wednesday,RICHMOND,100 Block of PRESIDIO AV,-122.4473459,37.79038182
14.01.2015,Wednesday,INGLESIDE,DETROIT ST / MANGELS AV,-122.4443198,37.73308923
14.01.2015,Wednesday,TARAVAL,100 Block of GONZALEZ DR,-122.4753896,37.71780113
14.01.2015,Wednesday,BAYVIEW,2200 Block of JERROLD AV,-122.4011533,37.74552663
14.01.2015,Wednesday,TENDERLOIN,100 Block of HYDE ST,-122.415533,37.7821373
14.01.2015,Wednesday,PARK,400 Block of CORBETT AV,-122.4456918,37.7578524
14.01.2015,Wednesday,BAYVIEW,GILMAN AV / JENNINGS ST,-122.3937392,37.72140909
14.01.2015,Wednesday,SOUTHERN,HARRIET ST / FOLSOM ST,-122.4061515,37.77808113
14.01.2015,Wednesday,TENDERLOIN,TURK ST / HYDE ST,-122.4156949,37.7825852
14.01.2015,Wednesday,PARK,HAIGHT ST / BELVEDERE ST,-122.4496477,37.76966192
14.01.2015,Wednesday,PARK,HAIGHT ST / BELVEDERE ST,-122.4496477,37.76966192
14.01.2015,Wednesday,TARAVAL,JUDAH ST / 46TH AV,-122.5059285,37.76042174
14.01.2015,Wednesday,TARAVAL,1900 Block of RIVERA ST,-122.4872062,37.74622801
14.01.2015,Wednesday,TARAVAL,1900 Block of RIVERA ST,-122.4872062,37.74622801
14.01.2015,Wednesday,INGLESIDE,BROMPTON AV / BOSWORTH ST,-122.4349975,37.73371793
14.01.2015,Wednesday,TARAVAL,100 Block of WESTPORTAL AV,-122.4681175,37.73890001
14.01.2015,Wednesday,MISSION,3400 Block of CESAR CHAVEZ ST,-122.4197295,37.74822137
14.01.2015,Wednesday,MISSION,3400 Block of CESAR CHAVEZ ST,-122.4197295,37.74822137
14.01.2015,Wednesday,TARAVAL,200 Block of SANTAPAULA AV,-122.4628266,37.73610738
14.01.2015,Wednesday,MISSION,SOUTH VAN NESS AV / 20TH ST,-122.4168729,37.75876402
14.01.2015,Wednesday,MISSION,SOUTH VAN NESS AV / 20TH ST,-122.4168729,37.75876402
14.01.2015,Wednesday,MISSION,SOUTH VAN NESS AV / 20TH ST,-122.4168729,37.75876402
14.01.2015,Wednesday,MISSION,SOUTH VAN NESS AV / 20TH ST,-122.4168729,37.75876402
14.01.2015,Wednesday,MISSION,SOUTH VAN NESS AV / 20TH ST,-122.4168729,37.75876402
14.01.2015,Wednesday,MISSION,SOUTH VAN NESS AV / 20TH ST,-122.4168729,37.75876402
14.01.2015,Wednesday,MISSION,500 Block of SANCHEZ ST,-122.4304663,37.76076056
14.01.2015,Wednesday,MISSION,SOUTH VAN NESS AV / 20TH ST,-122.4168729,37.75876402
14.01.2015,Wednesday,MISSION,1000 Block of POTRERO AV,-122.4066811,37.7553431
14.01.2015,Wednesday,MISSION,1000 Block of POTRERO AV,-122.4066811,37.7553431
14.01.2015,Wednesday,CENTRAL,500 Block of FRANCISCO ST,-122.4142668,37.80463488
14.01.2015,Wednesday,TENDERLOIN,GOLDEN GATE AV / HYDE ST,-122.4155082,37.78165428
14.01.2015,Wednesday,RICHMOND,600 Block of FUNSTON AV,-122.4713692,37.77594528
14.01.2015,Wednesday,MISSION,700 Block of SHOTWELL ST,-122.4156173,37.75641377
14.01.2015,Wednesday,MISSION,700 Block of SHOTWELL ST,-122.4156173,37.75641377
14.01.2015,Wednesday,BAYVIEW,EVANS AV / RANKIN ST,-122.3921844,37.74510153
14.01.2015,Wednesday,PARK,FELL ST / COLE ST,-122.450788,37.77236801
14.01.2015,Wednesday,SOUTHERN,2ND ST / KING ST,-122.3895953,37.7798612
14.01.2015,Wednesday,MISSION,19TH ST / GUERRERO ST,-122.423644,37.75996673
14.01.2015,Wednesday,INGLESIDE,100 Block of FAIR AV,-122.4185009,37.74501563
14.01.2015,Wednesday,MISSION,LINDA ST / 19TH ST,-122.4228805,37.76001215
14.01.2015,Wednesday,TARAVAL,1800 Block of IRVING ST,-122.4776884,37.76348186
14.01.2015,Wednesday,TARAVAL,1800 Block of IRVING ST,-122.4776884,37.76348186
14.01.2015,Wednesday,TARAVAL,1800 Block of IRVING ST,-122.4776884,37.76348186
14.01.2015,Wednesday,NORTHERN,1600 Block of POLK ST,-122.4210331,37.79193935
14.01.2015,Wednesday,NORTHERN,1600 Block of POLK ST,-122.4210331,37.79193935
14.01.2015,Wednesday,NORTHERN,1600 Block of POLK ST,-122.4210331,37.79193935
14.01.2015,Wednesday,INGLESIDE,4000 Block of SAN BRUNO AV,-122.402166,37.71324678
14.01.2015,Wednesday,CENTRAL,600 Block of BROADWAY ST,-122.4078224,37.79766877
14.01.2015,Wednesday,MISSION,100 Block of LANDERS ST,-122.4277209,37.7650824
14.01.2015,Wednesday,SOUTHERN,1000 Block of MISSION ST,-122.4097952,37.78003563
14.01.2015,Wednesday,INGLESIDE,700 Block of FOERSTER ST,-122.4489599,37.73509219
14.01.2015,Wednesday,PARK,1000 Block of 14TH ST,-122.436894,37.76730465
14.01.2015,Wednesday,BAYVIEW,HOOPER ST / 7TH ST,-122.3981821,37.7690433
14.01.2015,Wednesday,SOUTHERN,1000 Block of MISSION ST,-122.4097952,37.78003563
14.01.2015,Wednesday,PARK,1000 Block of 14TH ST,-122.436894,37.76730465
14.02.2015,Saturday,CENTRAL,SANSOME ST / CALIFORNIA ST,-122.4011291,37.79305866
14.02.2015,Saturday,CENTRAL,SANSOME ST / CALIFORNIA ST,-122.4011291,37.79305866
14.02.2015,Saturday,INGLESIDE,3400 Block of MISSION ST,-122.422665,37.74141904
14.02.2015,Saturday,MISSION,600 Block of FLORIDA ST,-122.4110938,37.76104757
14.02.2015,Saturday,MISSION,600 Block of FLORIDA ST,-122.4110938,37.76104757
14.02.2015,Saturday,BAYVIEW,INGALLS ST / FITZGERALD AV,-122.3913074,37.72097569
14.02.2015,Saturday,PARK,300 Block of TWINPEAKS BL,-122.447635,37.75718815
14.02.2015,Saturday,RICHMOND,300 Block of CLEMENT ST,-122.4628289,37.78306814
14.02.2015,Saturday,SOUTHERN,800 Block of BRYANT ST,-122.4034048,37.77542071
14.02.2015,Saturday,TARAVAL,0 Block of WINSTON DR,-122.4728756,37.72678333
14.02.2015,Saturday,CENTRAL,300 Block of BATTERY ST,-122.400354,37.79479159
14.02.2015,Saturday,SOUTHERN,800 Block of BRYANT ST,-122.4034048,37.77542071
14.02.2015,Saturday,SOUTHERN,5TH ST / MISSION ST,-122.406482,37.78273179
14.02.2015,Saturday,SOUTHERN,5TH ST / MISSION ST,-122.406482,37.78273179
14.02.2015,Saturday,TARAVAL,1700 Block of 32ND AV,-122.4905353,37.7545389
14.02.2015,Saturday,MISSION,1500 Block of BRYANT ST,-122.4106001,37.76753256
14.02.2015,Saturday,MISSION,1500 Block of BRYANT ST,-122.4106001,37.76753256
14.02.2015,Saturday,MISSION,1500 Block of BRYANT ST,-122.4106001,37.76753256
14.02.2015,Saturday,MISSION,MISSION ST / 20TH ST,-122.4190527,37.75863241
14.02.2015,Saturday,INGLESIDE,100 Block of CAPISTRANO AV,-122.4372077,37.72847902
14.02.2015,Saturday,MISSION,3200 Block of 22ND ST,-122.4192972,37.75534659
14.02.2015,Saturday,NORTHERN,1200 Block of POLK ST,-122.420327,37.78845216
14.02.2015,Saturday,SOUTHERN,MARKET ST / POWELL ST,-122.4075459,37.78440118
14.02.2015,Saturday,SOUTHERN,800 Block of BRYANT ST,-122.4034048,37.77542071
14.02.2015,Saturday,NORTHERN,PIERCE ST / GREENWICH ST,-122.4391584,37.79853205
14.02.2015,Saturday,NORTHERN,3600 Block of FILLMORE ST,-122.4366347,37.80313568
14.02.2015,Saturday,SOUTHERN,1700 Block of MARKET ST,-122.4221883,37.77269482
14.02.2015,Saturday,INGLESIDE,0 Block of PASADENA ST,-122.4188297,37.70881614
14.02.2015,Saturday,INGLESIDE,0 Block of PASADENA ST,-122.4188297,37.70881614
14.02.2015,Saturday,BAYVIEW,OAKDALE AV / BALDWIN CT,-122.381401,37.72949044
14.02.2015,Saturday,BAYVIEW,OAKDALE AV / BALDWIN CT,-122.381401,37.72949044
14.02.2015,Saturday,BAYVIEW,OAKDALE AV / BALDWIN CT,-122.381401,37.72949044
14.02.2015,Saturday,CENTRAL,500 Block of POST ST,-122.4108828,37.78792094
14.02.2015,Saturday,SOUTHERN,900 Block of MARKET ST,-122.4085951,37.78370693
14.02.2015,Saturday,NORTHERN,1100 Block of GEARY BL,-122.4222154,37.78552781
14.02.2015,Saturday,CENTRAL,1300 Block of HYDE ST,-122.4177808,37.79326079
14.02.2015,Saturday,BAYVIEW,1300 Block of SHAFTER AV,-122.3861096,37.72835479
14.02.2015,Saturday,BAYVIEW,1300 Block of SHAFTER AV,-122.3861096,37.72835479
14.02.2015,Saturday,CENTRAL,800 Block of POST ST,-122.4158219,37.78729329
14.02.2015,Saturday,SOUTHERN,4TH ST / MARKET ST,-122.4058325,37.78574465
14.02.2015,Saturday,INGLESIDE,LELAND AV / LOEHR ST,-122.4129608,37.71406361
14.02.2015,Saturday,TENDERLOIN,100 Block of EDDY ST,-122.4101352,37.78418891
14.02.2015,Saturday,CENTRAL,300 Block of COLUMBUS AV,-122.4068429,37.79805872
14.02.2015,Saturday,SOUTHERN,0 Block of MOSS ST,-122.4079992,37.77782417
14.02.2015,Saturday,SOUTHERN,0 Block of MOSS ST,-122.4079992,37.77782417
14.02.2015,Saturday,TARAVAL,1500 Block of 45TH AV,-122.5047276,37.75765238
14.02.2015,Saturday,NORTHERN,800 Block of FELL ST,-122.4318568,37.77484995
14.02.2015,Saturday,TARAVAL,1400 Block of 48TH AV,-122.5080698,37.75937691
14.02.2015,Saturday,TARAVAL,1400 Block of 48TH AV,-122.5080698,37.75937691
14.02.2015,Saturday,NORTHERN,2700 Block of LOMBARD ST,-122.4466404,37.79848677
14.02.2015,Saturday,SOUTHERN,0 Block of LANGTON ST,-122.4092025,37.77689582
14.02.2015,Saturday,NORTHERN,1300 Block of WEBSTER ST,-122.4310464,37.78302957
14.02.2015,Saturday,SOUTHERN,1500 Block of HOWARD ST,-122.4166673,37.77212328
14.02.2015,Saturday,SOUTHERN,2ND ST / BRANNAN ST,-122.3920823,37.78184577
14.02.2015,Saturday,INGLESIDE,ALEMANY BL / OCEAN AV,-122.4374381,37.72371738
14.02.2015,Saturday,INGLESIDE,0 Block of MOFFITT ST,-122.432889,37.73708179
14.02.2015,Saturday,INGLESIDE,0 Block of MOFFITT ST,-122.432889,37.73708179
14.02.2015,Saturday,INGLESIDE,0 Block of MOFFITT ST,-122.432889,37.73708179
14.02.2015,Saturday,NORTHERN,MCALLISTER ST / FRANKLIN ST,-122.4218931,37.77989123
14.02.2015,Saturday,INGLESIDE,0 Block of PHELAN AV,-122.4522897,37.72569336
14.02.2015,Saturday,MISSION,25TH ST / CHURCH ST,-122.4272804,37.75009804
14.02.2015,Saturday,RICHMOND,3800 Block of BALBOA ST,-122.4999992,37.77564786
14.02.2015,Saturday,NORTHERN,0 Block of GROVE ST,-122.4174299,37.77853494
14.02.2015,Saturday,CENTRAL,100 Block of CALIFORNIA ST,-122.3982172,37.79348665
14.02.2015,Saturday,CENTRAL,100 Block of CALIFORNIA ST,-122.3982172,37.79348665
14.02.2015,Saturday,TENDERLOIN,ELLIS ST / LEAVENWORTH ST,-122.4144332,37.78465763
14.02.2015,Saturday,RICHMOND,BALBOA ST / 12TH AV,-122.4704339,37.77693907
14.02.2015,Saturday,TENDERLOIN,200 Block of POWELL ST,-122.408065,37.78690218
14.02.2015,Saturday,TENDERLOIN,JONES ST / ELLIS ST,-122.4127841,37.78486569
14.02.2015,Saturday,NORTHERN,1000 Block of FRANKLIN ST,-122.4228601,37.78430653
14.02.2015,Saturday,RICHMOND,100 Block of 23RD AV,-122.482867,37.7848923
14.02.2015,Saturday,CENTRAL,200 Block of BEACH ST,-122.413179,37.80763875
14.02.2015,Saturday,NORTHERN,TURK ST / GOUGH ST,-122.4239188,37.78153381
14.02.2015,Saturday,TENDERLOIN,200 Block of POWELL ST,-122.4082017,37.78688491
14.02.2015,Saturday,MISSION,2300 Block of 16TH ST,-122.4095299,37.76571844
14.02.2015,Saturday,SOUTHERN,MARKET ST / 11TH ST,-122.4186983,37.77558941
14.02.2015,Saturday,SOUTHERN,MARKET ST / 11TH ST,-122.4186983,37.77558941
14.02.2015,Saturday,INGLESIDE,5100 Block of MISSION ST,-122.4412277,37.71607818
14.02.2015,Saturday,CENTRAL,0 Block of DRUMM ST,-122.3964219,37.79414474
14.02.2015,Saturday,PARK,100 Block of BEAVER ST,-122.4359584,37.76491959
14.02.2015,Saturday,MISSION,200 Block of 13TH ST,-122.4179492,37.76972086
14.02.2015,Saturday,CENTRAL,700 Block of BUSH ST,-122.4096146,37.78999923
14.02.2015,Saturday,NORTHERN,1800 Block of JEFFERSON ST,-122.4429858,37.80479608
14.02.2015,Saturday,PARK,MCALLISTER ST / LYON ST,-122.4433244,37.77716382
14.02.2015,Saturday,CENTRAL,KEARNY ST / POST ST,-122.4036635,37.78889468
14.02.2015,Saturday,MISSION,SEWARD ST / 19TH ST,-122.4407982,37.75902349
14.02.2015,Saturday,SOUTHERN,BRANNAN ST / 2ND ST,-122.3920823,37.78184577
14.02.2015,Saturday,NORTHERN,700 Block of TURK ST,-122.4214892,37.78190852
14.02.2015,Saturday,MISSION,2000 Block of MARKET ST,-122.4269556,37.76924706
14.02.2015,Saturday,NORTHERN,EDDY ST / POLK ST,-122.4191831,37.78309982
14.02.2015,Saturday,MISSION,1000 Block of POTRERO AV,-122.4065391,37.75648641
14.02.2015,Saturday,PARK,400 Block of STANYAN ST,-122.4544031,37.77381783
14.02.2015,Saturday,SOUTHERN,0 Block of MARKET ST,-122.3950978,37.79405905
14.02.2015,Saturday,BAYVIEW,1400 Block of REVERE AV,-122.3873331,37.7301293
14.02.2015,Saturday,CENTRAL,2600 Block of TAYLOR ST,-122.4155942,37.80681006
14.02.2015,Saturday,CENTRAL,2600 Block of TAYLOR ST,-122.4155942,37.80681006
14.02.2015,Saturday,CENTRAL,2600 Block of TAYLOR ST,-122.4155942,37.80681006
14.02.2015,Saturday,BAYVIEW,EVANS AV / QUINT ST,-122.3903311,37.74404625
14.02.2015,Saturday,NORTHERN,2300 Block of LARKIN ST,-122.4208559,37.79943673
14.02.2015,Saturday,NORTHERN,2300 Block of LARKIN ST,-122.4208559,37.79943673
14.02.2015,Saturday,TENDERLOIN,0 Block of POWELL ST,-122.4078454,37.78509432
14.02.2015,Saturday,SOUTHERN,0 Block of MARKET ST,-122.3950978,37.79405905
14.02.2015,Saturday,TENDERLOIN,EDDY ST / MASON ST,-122.4093131,37.78434785
14.02.2015,Saturday,SOUTHERN,0 Block of MARKET ST,-122.3950978,37.79405905
14.02.2015,Saturday,TENDERLOIN,EDDY ST / MASON ST,-122.4093131,37.78434785
14.02.2015,Saturday,INGLESIDE,500 Block of VELASCO AV,-122.4172178,37.70940619
14.02.2015,Saturday,INGLESIDE,500 Block of VELASCO AV,-122.4172178,37.70940619
14.02.2015,Saturday,INGLESIDE,SILVER AV / CONGDON ST,-122.4259631,37.72864128
14.02.2015,Saturday,INGLESIDE,500 Block of VELASCO AV,-122.4172178,37.70940619
14.02.2015,Saturday,NORTHERN,CHURCH ST / MARKET ST,-122.42895,37.76750273
14.02.2015,Saturday,PARK,400 Block of DELLBROOK AV,-122.454023,37.75394201
14.02.2015,Saturday,NORTHERN,700 Block of ELLIS ST,-122.4185621,37.78418471
14.02.2015,Saturday,NORTHERN,1900 Block of UNION ST,-122.4309873,37.79760611
14.02.2015,Saturday,BAYVIEW,0 Block of BERTHA LN,-122.3808985,37.73322564
14.02.2015,Saturday,NORTHERN,1900 Block of UNION ST,-122.4309873,37.79760611
14.02.2015,Saturday,NORTHERN,VANNESS AV / EDDY ST,-122.4208183,37.78289465
14.02.2015,Saturday,BAYVIEW,0 Block of BERTHA LN,-122.3808985,37.73322564
14.02.2015,Saturday,NORTHERN,LARKIN ST / GROVE ST,-122.4165835,37.77865915
14.02.2015,Saturday,SOUTHERN,0 Block of OTIS ST,-122.4191181,37.77266441
14.02.2015,Saturday,CENTRAL,POST ST / LARKIN ST,-122.4182742,37.7870372
14.02.2015,Saturday,SOUTHERN,THE EMBARCADEROSOUTH ST / HARRISON ST,-122.3884856,37.78957276
14.02.2015,Saturday,BAYVIEW,MISSISSIPPI ST / 19TH ST,-122.3944753,37.76141709
14.02.2015,Saturday,CENTRAL,0 Block of MONTGOMERY ST,-122.4020252,37.7895797
14.02.2015,Saturday,CENTRAL,300 Block of THE EMBARCADERONORTH ST,-122.3963744,37.79805325
14.02.2015,Saturday,SOUTHERN,MARKET ST / THE EMBARCADERONORTH ST,-122.3939837,37.79506077
14.02.2015,Saturday,BAYVIEW,BAY SHORE BL / PAUL AV,-122.4007846,37.72361678
14.02.2015,Saturday,SOUTHERN,0 Block of MARKET ST,-122.3950978,37.79405905
14.02.2015,Saturday,MISSION,500 Block of VALENCIA ST,-122.4218765,37.76408889
14.02.2015,Saturday,CENTRAL,WASHINGTON ST / GRANT AV,-122.4064788,37.79514509
14.02.2015,Saturday,INGLESIDE,200 Block of ARLETA AV,-122.4078738,37.71414339
14.02.2015,Saturday,TARAVAL,1200 Block of IRVING ST,-122.4711456,37.76387961
14.02.2015,Saturday,PARK,1800 Block of EDDY ST,-122.4380984,37.78063886
14.02.2015,Saturday,BAYVIEW,3RD ST / ARMSTRONG AV,-122.3935733,37.72697977
14.02.2015,Saturday,NORTHERN,POLK ST / WASHINGTON ST,-122.4212318,37.7932575
14.02.2015,Saturday,NORTHERN,POLK ST / WASHINGTON ST,-122.4212318,37.7932575
14.02.2015,Saturday,NORTHERN,POLK ST / WASHINGTON ST,-122.4212318,37.7932575
14.02.2015,Saturday,NORTHERN,POLK ST / WASHINGTON ST,-122.4212318,37.7932575
14.02.2015,Saturday,NORTHERN,POLK ST / WASHINGTON ST,-122.4212318,37.7932575
14.02.2015,Saturday,BAYVIEW,1300 Block of VANDYKE AV,-122.3877143,37.72656982
14.02.2015,Saturday,NORTHERN,GOUGH ST / CALIFORNIA ST,-122.4256183,37.78995008
14.02.2015,Saturday,TARAVAL,WINSTON DR / STONECREST DR,-122.4742324,37.72688633
